TIME,WBHP:A-1H,WBHP:A-2AH,WBHP:A-3H,WBHP:A-5H,WGIR:A-1H,WGIR:A-2AH,WGIR:A-3H,WGIR:A-5H,WGOR:A-1H,WGOR:A-2AH,WGOR:A-3H,WGOR:A-5H,WGPT:A-1H,WGPT:A-2AH,WGPT:A-3H,WGPT:A-5H,WGPR:A-1H,WGPR:A-2AH,WGPR:A-3H,WGPR:A-5H,WOPT:A-1H,WOPT:A-2AH,WOPT:A-3H,WOPT:A-5H,WOPR:A-1H,WOPR:A-2AH,WOPR:A-3H,WOPR:A-5H,WPI1:A-1H,WPI1:A-2AH,WPI1:A-3H,WPI1:A-5H,WWCT:A-1H,WWCT:A-2AH,WWCT:A-3H,WWCT:A-5H,
1035.00,50,50,260.296,62.6727,0,0,0,0,81.224,147.931,0,0,6.17011e+08,1.55607e+09,0,0,130447,185546,0,0,2.5513e+06,3.0452e+06,0,0,1606.02,1254.28,0,0,911.798,1402.01,0,0,0.00044648,0.0012958,0,0,
1066.00,50,50,259.541,62.6301,0,0,0,0,81.1547,146.949,0,0,6.21047e+08,1.5618e+09,0,0,129999,184358,0,0,2.60101e+06,3.0841e+06,0,0,1601.87,1254.57,0,0,911.795,1402.62,0,0,0.000446958,0.00129392,0,0,
1096.00,50,50,258.82,62.5892,0,0,0,0,80.9025,144.95,0,0,6.24938e+08,1.56728e+09,0,0,129430,181379,0,0,2.64902e+06,3.12168e+06,0,0,1599.82,1251.32,0,0,911.917,1404.18,0,0,0.000447249,0.00129181,0,0,
1127.00,50,50,258.086,62.5496,0,0,0,0,80.6676,142.521,0,0,6.28942e+08,1.57285e+09,0,0,128981,178489,0,0,2.69861e+06,3.16049e+06,0,0,1598.92,1252.37,0,0,912.042,1405.8,0,0,0.000447649,0.0012892,0,0,
1158.00,50,50,257.363,62.5125,0,0,0,0,80.5949,141.393,0,0,6.32932e+08,1.57835e+09,0,0,128532,176870,0,0,2.74811e+06,3.19929e+06,0,0,1594.79,1250.91,0,0,912.057,1406.48,0,0,0.000448232,0.00128755,0,0,
1186.00,50,50,256.718,62.4769,0,0,0,0,80.5276,141.196,0,0,6.36524e+08,1.58329e+09,0,0,128071,176026,0,0,2.79269e+06,3.23426e+06,0,0,1590.4,1246.68,0,0,912.069,1406.64,0,0,0.000448675,0.0012866,0,0,
1217.00,50,50,256.01,62.4423,0,0,0,0,80.4519,140.188,0,0,6.40485e+08,1.58871e+09,0,0,127548,173499,0,0,2.8419e+06,3.27274e+06,0,0,1585.4,1237.62,0,0,912.085,1407.58,0,0,0.000449055,0.00128517,0,0,
1247.00,50,50,255.331,62.4168,0,0,0,0,80.3715,138.63,0,0,6.44302e+08,1.59387e+09,0,0,127038,171042,0,0,2.88938e+06,3.3098e+06,0,0,1580.63,1233.8,0,0,912.11,1408.74,0,0,0.000449311,0.00128326,0,0,
1250.00,50,50,255.264,62.4154,0,0,0,0,80.3605,138.466,0,0,6.44683e+08,1.59438e+09,0,0,126983,170797,0,0,2.89412e+06,3.3135e+06,0,0,1580.17,1233.49,0,0,912.114,1408.86,0,0,0.000449328,0.00128305,0,0,
1268.00,50,50,254.86,62.4067,0,0,0,0,80.2986,137.432,0,0,6.46966e+08,1.59744e+09,0,0,126677,169513,0,0,2.92253e+06,3.3357e+06,0,0,1577.57,1233.44,0,0,912.141,1409.55,0,0,0.000449411,0.00128174,0,0,
1278.00,50,50,254.636,62.4024,0,0,0,0,80.263,136.882,0,0,6.48231e+08,1.59913e+09,0,0,126511,168892,0,0,2.9383e+06,3.34804e+06,0,0,1576.2,1233.85,0,0,912.158,1409.88,0,0,0.000449437,0.00128104,0,0,
1308.00,50,50,253.969,62.3973,0,0,0,0,80.1465,135.267,0,0,6.52018e+08,1.60417e+09,0,0,126015,167122,0,0,2.98552e+06,3.38508e+06,0,0,1572.31,1235.5,0,0,912.217,1410.86,0,0,0.000449426,0.0012789,0,0,
1339.00,50,50,253.285,62.3982,0,0,0,0,80.0399,133.698,0,0,6.55915e+08,1.60932e+09,0,0,125523,165395,0,0,3.03419e+06,3.42341e+06,0,0,1568.26,1237.09,0,0,912.274,1411.78,0,0,0.000449296,0.00127666,0,0,
1370.00,50,50,252.606,62.4019,0,0,0,0,79.9489,132.036,0,0,6.59798e+08,1.61441e+09,0,0,125042,163346,0,0,3.08273e+06,3.46178e+06,0,0,1564.03,1237.13,0,0,912.324,1412.86,0,0,0.000449068,0.00127444,0,0,
1400.00,50,50,251.954,62.4122,0,0,0,0,79.8378,129.644,0,0,6.63541e+08,1.61926e+09,0,0,124566,160562,0,0,3.12958e+06,3.4989e+06,0,0,1560.24,1238.48,0,0,912.392,1414.47,0,0,0.000448744,0.00127154,0,0,
1431.00,50,50,251.284,62.4275,0,0,0,0,79.6331,127.412,0,0,6.67394e+08,1.6242e+09,0,0,124081,158691,0,0,3.17791e+06,3.53741e+06,0,0,1558.16,1245.49,0,0,912.53,1415.79,0,0,0.000448241,0.00126855,0,0,
1461.00,50,50,250.642,62.4441,0,0,0,0,79.5288,125.383,0,0,6.71109e+08,1.62894e+09,0,0,123673,157178,0,0,3.2246e+06,3.57492e+06,0,0,1555.07,1253.59,0,0,912.607,1417.03,0,0,0.000447693,0.00126555,0,0,
1492.00,50,50,249.984,62.4611,0,0,0,0,79.4402,124.036,0,0,6.74935e+08,1.63379e+09,0,0,123228,156207,0,0,3.27274e+06,3.6139e+06,0,0,1551.21,1259.37,0,0,912.673,1417.81,0,0,0.000447071,0.00126298,0,0,
1523.00,50,50,249.333,62.4734,0,0,0,0,79.3723,123.005,0,0,6.78748e+08,1.63862e+09,0,0,122789,155388,0,0,3.32076e+06,3.65301e+06,0,0,1547,1263.26,0,0,912.728,1418.45,0,0,0.000446401,0.00126061,0,0,
1551.00,50,50,248.751,62.4802,0,0,0,0,79.3349,122.062,0,0,6.8218e+08,1.64295e+09,0,0,122430,154391,0,0,3.36401e+06,3.68841e+06,0,0,1543.21,1264.86,0,0,912.766,1419.1,0,0,0.000445755,0.00125844,0,0,
1582.00,50,50,248.115,62.4854,0,0,0,0,79.2992,121.071,0,0,6.85968e+08,1.64772e+09,0,0,121997,153302,0,0,3.41177e+06,3.72765e+06,0,0,1538.44,1266.22,0,0,912.803,1419.82,0,0,0.000445013,0.00125617,0,0,
1612.00,50,50,247.507,62.4891,0,0,0,0,79.2236,119.998,0,0,6.89619e+08,1.6523e+09,0,0,121513,152066,0,0,3.45784e+06,3.76566e+06,0,0,1533.8,1267.24,0,0,912.862,1420.62,0,0,0.000444228,0.00125412,0,0,
1643.00,50,50,246.885,62.4947,0,0,0,0,79.122,118.487,0,0,6.93377e+08,1.65698e+09,0,0,121000,150179,0,0,3.50531e+06,3.80495e+06,0,0,1529.29,1267.47,0,0,912.938,1421.82,0,0,0.000443352,0.00125186,0,0,
1673.00,50,50,246.29,62.5012,0,0,0,0,79.0219,117.301,0,0,6.96999e+08,1.66147e+09,0,0,120526,149156,0,0,3.55111e+06,3.84304e+06,0,0,1525.23,1271.56,0,0,913.017,1422.63,0,0,0.000442455,0.00124988,0,0,
1704.00,50,50,245.681,62.5055,0,0,0,0,78.8984,116.295,0,0,7.00727e+08,1.66608e+09,0,0,120033,148292,0,0,3.59833e+06,3.88253e+06,0,0,1521.36,1275.14,0,0,913.113,1423.31,0,0,0.000441472,0.00124807,0,0,
1735.00,50,50,245.077,62.507,0,0,0,0,78.7465,114.939,0,0,7.04439e+08,1.67065e+09,0,0,119554,146908,0,0,3.64543e+06,3.92212e+06,0,0,1518.21,1278.14,0,0,913.233,1424.34,0,0,0.000440427,0.001246,0,0,
1765.00,50,50,244.499,62.5067,0,0,0,0,78.6474,113.939,0,0,7.08019e+08,1.67504e+09,0,0,119161,146168,0,0,3.69092e+06,3.96054e+06,0,0,1515.13,1282.86,0,0,913.324,1425.1,0,0,0.000439388,0.001244,0,0,
1796.00,50,50,243.909,62.5067,0,0,0,0,78.5324,112.596,0,0,7.11705e+08,1.67955e+09,0,0,118704,144919,0,0,3.73783e+06,4.00037e+06,0,0,1511.53,1287.07,0,0,913.424,1426.21,0,0,0.00043829,0.00124177,0,0,
1826.00,50,50,243.343,62.506,0,0,0,0,78.4278,111.615,0,0,7.15259e+08,1.68388e+09,0,0,118278,144140,0,0,3.78312e+06,4.03906e+06,0,0,1508.11,1291.4,0,0,913.518,1426.95,0,0,0.000437208,0.00123989,0,0,
1849.00,50,50,242.911,62.5053,0,0,0,0,78.3519,110.829,0,0,7.17975e+08,1.68719e+09,0,0,117950,143402,0,0,3.81776e+06,4.0688e+06,0,0,1505.39,1293.91,0,0,913.587,1427.57,0,0,0.00043637,0.00123839,0,0,
1857.00,50,50,242.761,62.5048,0,0,0,0,78.3282,110.558,0,0,7.18918e+08,1.68833e+09,0,0,117840,143128,0,0,3.8298e+06,4.07916e+06,0,0,1504.44,1294.59,0,0,913.609,1427.78,0,0,0.000436078,0.00123789,0,0,
1888.00,50,50,242.183,62.5021,0,0,0,0,78.2447,109.546,0,0,7.22563e+08,1.69275e+09,0,0,117417,142136,0,0,3.87637e+06,4.11934e+06,0,0,1500.63,1297.5,0,0,913.691,1428.52,0,0,0.000434949,0.00123622,0,0,
1917.00,50,50,241.646,62.499,0,0,0,0,78.1926,108.898,0,0,7.25962e+08,1.69686e+09,0,0,117065,141540,0,0,3.91983e+06,4.15701e+06,0,0,1497.14,1299.75,0,0,913.754,1428.94,0,0,0.000433892,0.00123505,0,0,
1948.00,50,50,241.076,62.4949,0,0,0,0,78.1433,107.872,0,0,7.29585e+08,1.70124e+09,0,0,116688,139886,0,0,3.96618e+06,4.19732e+06,0,0,1493.25,1296.78,0,0,913.819,1429.93,0,0,0.000432765,0.00123449,0,0,
1978.00,50,50,240.526,62.4935,0,0,0,0,78.1078,107.055,0,0,7.33079e+08,1.70543e+09,0,0,116345,139469,0,0,4.01091e+06,4.23635e+06,0,0,1489.54,1302.78,0,0,913.874,1430.41,0,0,0.000431673,0.00123226,0,0,
2009.00,50,50,239.963,62.4916,0,0,0,0,78.0638,106.546,0,0,7.3668e+08,1.70974e+09,0,0,115998,139051,0,0,4.05702e+06,4.27678e+06,0,0,1485.94,1305.08,0,0,913.938,1430.72,0,0,0.000430537,0.00123108,0,0,
2039.00,50,50,239.422,62.486,0,0,0,0,78.059,106.155,0,0,7.40155e+08,1.71391e+09,0,0,115716,138629,0,0,4.10154e+06,4.31595e+06,0,0,1482.41,1305.91,0,0,913.98,1431,0,0,0.000429448,0.00123009,0,0,
